Star	HD	RA	dec	Vmag	Vmagerr	par	parerr	source	teff	tefferr	logg	loggerr	logglc	logglcerr	vt	vterr	feh	feherr	mass	masserr	Author	link	flag	updated	Comment	tmp
Kepler-316	NULL	19 23 18.24	+44 11 02.79	NULL	NULL	NULL	NULL	Spec	4204	200	4.74	0.3	NULL	NULL	NULL	NULL	-0.48	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-317	NULL	19 39 46.53	+39 01 55.43	NULL	NULL	NULL	NULL	Spec	5497	200	4.49	0.3	NULL	NULL	NULL	NULL	0.26	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-318	NULL	19 53 55.88	+46 47 37.02	NULL	NULL	NULL	NULL	Spec	5746	100	4.33	0.15	NULL	NULL	NULL	NULL	0.19	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-319	NULL	19 15 14.87	+39 46 14.37	NULL	NULL	NULL	NULL	Spec	5526	100	4.49	0.15	NULL	NULL	NULL	NULL	-0.08	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-32	NULL	19 51 22.18	+46 34 27.38	16.45	NULL	NULL	NULL	NULL	3900	200	4.64	0.3	NULL	NULL	NULL	NULL	0	0.4	0.58	0.05	F12	http://adsabs.harvard.edu/abs/2012ApJ...750..114F	NULL	2013-02-26	M dwarf	NULL
Kepler-320	NULL	19 32 51.25	+46 10 30.45	NULL	NULL	NULL	NULL	Spec	6435	200	4.42	0.3	NULL	NULL	NULL	NULL	-0.24	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-321	NULL	19 37 48.88	+44 08 44.72	NULL	NULL	NULL	NULL	Spec	5740	100	4.3	0.15	NULL	NULL	NULL	NULL	0.06	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-322	NULL	18 45 23.72	+44 17 42.87	NULL	NULL	NULL	NULL	Spec	5388	100	4.5	0.15	NULL	NULL	NULL	NULL	0.06	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-323	NULL	19 25 31.74	+38 07 38.90	NULL	NULL	NULL	NULL	Spec	5987	150	4.31	0.15	NULL	NULL	NULL	NULL	-0.19	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-324	NULL	19 5 53.15	+49 38 56.48	NULL	NULL	NULL	NULL	Spec	5194	100	4.53	0.15	NULL	NULL	NULL	NULL	0.08	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-325	NULL	19 19 20.51	+49 49 32.25	NULL	NULL	NULL	NULL	Spec	5752	200	4.41	0.3	NULL	NULL	NULL	NULL	-0.17	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-326	NULL	19 37 18.13	+46 00 08.11	NULL	NULL	NULL	NULL	Spec	5105	100	4.56	0.15	NULL	NULL	NULL	NULL	0.05	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-327	NULL	19 30 34.17	+44 05 15.62	NULL	NULL	NULL	NULL	Spec	3799	100	4.76	0.1	NULL	NULL	NULL	NULL	-0.2	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-328	NULL	19 13 15.20	+46 46 17.14	NULL	NULL	NULL	NULL	Spec	NULL	NULL	4.49	0.3	NULL	NULL	NULL	NULL	NULL	NULL	0.98	0.66	Xie 2013	http://adsabs.harvard.edu/abs/2014ApJS..210...25X	0	2014-01-20	NULL	KIC 9883311
Kepler-329	NULL	19 57 4.33	+45 13 38.74	NULL	NULL	NULL	NULL	Spec	4257	200	4.74	0.3	NULL	NULL	NULL	NULL	-0.57	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-33	NULL	19 16 18.61	+46 00 18.78	13.74	0.28	NULL	NULL	Spec	5849	50	4.03	0.06	NULL	NULL	NULL	NULL	0.12	0.08	1.29	0.08	Lissauer et al. 2012	http://adsabs.harvard.edu/abs/2012ApJ...750..112L	NULL	2013-02-26	NULL	NULL
Kepler-330	NULL	19 13 47.37	+44 48 06.07	NULL	NULL	NULL	NULL	Spec	5117	200	4.64	0.3	NULL	NULL	NULL	NULL	-0.1	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-331	NULL	19 27 20.24	+39 18 26.49	NULL	NULL	NULL	NULL	Spec	4347	200	4.77	0.3	NULL	NULL	NULL	NULL	-0.85	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-332	NULL	19 6 39.11	+47 24 49.32	NULL	NULL	NULL	NULL	Spec	4955	100	4.61	0.15	NULL	NULL	NULL	NULL	-0.1	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-333	NULL	19 29 8.66	+40 54 48.91	NULL	NULL	NULL	NULL	Spec	4259	200	4.73	0.3	NULL	NULL	NULL	NULL	-0.47	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-334	NULL	19 8 33.76	+47 06 54.71	NULL	NULL	NULL	NULL	Spec	5828	100	4.39	0.15	NULL	NULL	NULL	NULL	-0.08	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-335	NULL	19 44 15.43	+45 25 43.04	NULL	NULL	NULL	NULL	Spec	5877	112	4.02	0.16	NULL	NULL	NULL	NULL	0.23	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-336	NULL	19 20 57.03	+41 19 52.94	NULL	NULL	NULL	NULL	Spec	5867	100	4.26	0.15	NULL	NULL	NULL	NULL	0.16	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-337	NULL	19 20 14.52	+47 09 50.24	NULL	NULL	NULL	NULL	Spec	5684	175	4	0.25	NULL	NULL	NULL	NULL	0.02	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-338	NULL	18 51 54.95	+40 47 03.65	NULL	NULL	NULL	NULL	Spec	5923	77	4.02	0.07	NULL	NULL	NULL	NULL	-0.07	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-339	NULL	19 33 24.41	+48 26 40.71	NULL	NULL	NULL	NULL	Spec	5631	200	4.59	0.3	NULL	NULL	NULL	NULL	-0.24	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-34(AB)	NULL	19 45 44.59	+44 38 29.62	15	NULL	NULL	NULL	Spec	5913	130	4.33	NULL	NULL	NULL	NULL	NULL	-0.07	0.15	1.05	NULL	Welsh et al. 2012	http://adsabs.harvard.edu/abs/2012Natur.481..475W	NULL	2013-02-26	NULL	NULL
Kepler-340	NULL	19 43 44.03	+40 18 02.06	NULL	NULL	NULL	NULL	Spec	6620	376	4.06	0.15	NULL	NULL	NULL	NULL	-0.02	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-341	NULL	19 19 26.78	+43 28 21.99	NULL	NULL	NULL	NULL	Spec	6012	200	4.44	0.3	NULL	NULL	NULL	NULL	-0.14	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-342	NULL	19 30 42.74	+46 43 36.17	NULL	NULL	NULL	NULL	Spec	6175	100	4.19	0.15	NULL	NULL	NULL	NULL	-0.04	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-343	NULL	19 27 50.57	+42 25 58.82	NULL	NULL	NULL	NULL	Spec	5807	100	4.18	0.15	NULL	NULL	NULL	NULL	0.13	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-344	NULL	19 29 59.91	+46 19 27.86	NULL	NULL	NULL	NULL	Spec	5774	200	4.45	0.3	NULL	NULL	NULL	NULL	-0.1	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-345	NULL	19 40 54.91	+45 58 15.67	NULL	NULL	NULL	NULL	Spec	4504	100	4.68	0.15	NULL	NULL	NULL	NULL	-0.02	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-346	NULL	19 12 2.86	+46 07 03.39	NULL	NULL	NULL	NULL	Spec	6033	200	4.46	0.3	NULL	NULL	NULL	NULL	-0.03	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-347	NULL	19 16 47.9	+49 18 20.58	NULL	NULL	NULL	NULL	Spec	6088	200	4.47	0.3	NULL	NULL	NULL	NULL	-0.07	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-348	NULL	19 49 1.21	+40 32 54.15	NULL	NULL	NULL	NULL	Spec	6177	100	4.24	0.15	NULL	NULL	NULL	NULL	-0.06	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-349	NULL	19 34 42.36	+44 36 56.08	NULL	NULL	NULL	NULL	Spec	5956	200	4.52	0.3	NULL	NULL	NULL	NULL	-0.09	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-35(AB)	NULL	19 37 59.27	+46 41 23.14	16	NULL	NULL	NULL	Spec	5606	150	4.36	NULL	NULL	NULL	NULL	NULL	-0.34	0.2	0.89	0.01	Welsh et al. 2012	http://adsabs.harvard.edu/abs/2012Natur.481..475W	NULL	2013-02-26	NULL	NULL
Kepler-350	NULL	19 01 40.71	+39 42 21.99	13.8	NULL	NULL	NULL	Spec	NULL	NULL	4.24	0.3	NULL	NULL	NULL	NULL	NULL	NULL	1.03	0.69	Xie 2013	http://adsabs.harvard.edu/abs/2014ApJS..210...25X	0	2014-01-20	NULL	KIC 4636578
Kepler-351	NULL	19 5 48.65	+42 39 28.36	NULL	NULL	NULL	NULL	Spec	5643	200	4.56	0.3	NULL	NULL	NULL	NULL	-0.13	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-352	NULL	19 59 35.16	+46 03 07.11	NULL	NULL	NULL	NULL	Spec	5212	100	4.57	0.15	NULL	NULL	NULL	NULL	-0.14	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-353	NULL	19 47 25.59	+41 45 29.44	NULL	NULL	NULL	NULL	Spec	3903	100	4.75	0.1	NULL	NULL	NULL	NULL	-0.2	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-354	NULL	19 3 0.35	+41 20 08.30	NULL	NULL	NULL	NULL	Spec	4648	200	4.63	0.3	NULL	NULL	NULL	NULL	-0.04	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-355	NULL	19 3 11.87	+42 48 42.42	NULL	NULL	NULL	NULL	Spec	6184	250	4.44	0.3	NULL	NULL	NULL	NULL	-0.05	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-356	NULL	19 29 41.06	+37 40 58.15	NULL	NULL	NULL	NULL	Spec	6133	100	4.26	0.15	NULL	NULL	NULL	NULL	-0.02	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-357	NULL	19 24 58.34	+44 00 31.39	NULL	NULL	NULL	NULL	Spec	5036	200	4.5	0.3	NULL	NULL	NULL	NULL	0.05	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-358	NULL	19 32 55.25	+48 16 52.95	NULL	NULL	NULL	NULL	Spec	5908	200	4.5	0.3	NULL	NULL	NULL	NULL	-0.03	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-359	NULL	19 33 10.47	+42 11 46.87	NULL	NULL	NULL	NULL	Spec	6248	250	4.43	0.3	NULL	NULL	NULL	NULL	-0.04	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-36	NULL	19 25 00.02	+49 13 54.77	11.94	0.17	NULL	NULL	Spec	5911	66	4.04	0.01	NULL	NULL	NULL	NULL	-0.2	0.06	1.07	0.04	Carter et al. 2012	http://adsabs.harvard.edu/abs/2012Sci...337..556C	NULL	2013-02-26	NULL	NULL
Kepler-360	NULL	19 5 8.33	+44 46 53.60	NULL	NULL	NULL	NULL	Spec	6053	200	4.42	0.3	NULL	NULL	NULL	NULL	-0.12	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-361	NULL	19 47 12.83	+46 44 28.15	NULL	NULL	NULL	NULL	Spec	6169	100	4.25	0.15	NULL	NULL	NULL	NULL	-0.04	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-362	NULL	19 27 5.19	+47 31 47.65	NULL	NULL	NULL	NULL	Spec	5788	200	4.64	0.3	NULL	NULL	NULL	NULL	-0.72	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-363	NULL	18 52 46.1	+41 18 19.41	NULL	NULL	NULL	NULL	Spec	5593	100	4.15	0.15	NULL	NULL	NULL	NULL	0.34	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-364	NULL	18 46 16.79	+47 23 55.31	NULL	NULL	NULL	NULL	Spec	6108	125	4.27	0.15	NULL	NULL	NULL	NULL	-0.11	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-365	NULL	19 42 30.38	+49 07 49.57	NULL	NULL	NULL	NULL	Spec	6012	200	4.43	0.3	NULL	NULL	NULL	NULL	-0.05	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-366	NULL	19 47 24.49	+49 05 04.01	NULL	NULL	NULL	NULL	Spec	6209	200	4.45	0.3	NULL	NULL	NULL	NULL	-0.08	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-367	NULL	19 49 10.18	+49 58 53.88	NULL	NULL	NULL	NULL	Spec	4710	100	4.63	0.15	NULL	NULL	NULL	NULL	0.08	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-368	NULL	19 27 31.21	+45 23 16.57	NULL	NULL	NULL	NULL	Spec	5502	206	3.9	0.35	NULL	NULL	NULL	NULL	0.08	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-369	NULL	19 34 41.81	+47 54 30.48	NULL	NULL	NULL	NULL	Spec	3591	100	4.79	0.1	NULL	NULL	NULL	NULL	-0.1	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-37	NULL	18 56 14.31	+44 31 05.36	9.77	0.03	NULL	NULL	Spec	5378	53	4.46	0.12	NULL	NULL	0.58	0.13	-0.23	0.04	0.89	0.06	Andreasen et al. 2017	http://adsabs.harvard.edu/abs/2017arXiv170306671A	1	2017-01-19	NULL	NULL
Kepler-370	NULL	19 28 41.07	+40 54 58.70	NULL	NULL	NULL	NULL	Spec	5852	200	4.53	0.3	NULL	NULL	NULL	NULL	-0.12	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-371	NULL	19 29 18.35	+38 39 27.32	NULL	NULL	NULL	NULL	Spec	5666	146	4.39	0.15	NULL	NULL	NULL	NULL	-0.36	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-372	NULL	19 25 1.49	+49 15 32.23	NULL	NULL	NULL	NULL	Spec	6509	200	4.41	0.3	NULL	NULL	NULL	NULL	-0.14	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-373	NULL	19 17 33.12	+50 35 49.38	NULL	NULL	NULL	NULL	Spec	5787	200	4.56	0.3	NULL	NULL	NULL	NULL	-0.27	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-374	NULL	19 36 33.11	+42 22 13.81	NULL	NULL	NULL	NULL	Spec	5977	200	4.48	0.3	NULL	NULL	NULL	NULL	-0.44	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-375	NULL	19 14 28.3	+48 05 54.29	NULL	NULL	NULL	NULL	Spec	5826	200	4.57	0.3	NULL	NULL	NULL	NULL	-0.2	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-376	NULL	19 26 25.72	+38 24 37.39	NULL	NULL	NULL	NULL	Spec	5900	100	4.3	0.15	NULL	NULL	NULL	NULL	-0.16	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-377	NULL	19 41 41.28	+38 44 08.49	NULL	NULL	NULL	NULL	Spec	5949	128	4.3	0.15	NULL	NULL	NULL	NULL	-0.01	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-378	NULL	19 39 47.66	+46 26 19.11	NULL	NULL	NULL	NULL	Spec	4661	100	4.65	0.15	NULL	NULL	NULL	NULL	0.03	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-379	NULL	19 42 48.27	+38 56 44.99	NULL	NULL	NULL	NULL	Spec	6054	100	4.27	0.15	NULL	NULL	NULL	NULL	0.05	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-38(AB)	NULL	19 07 19.29	+42 16 45.14	14.3	NULL	NULL	NULL	Spec	5623	50	3.93	0.01	NULL	NULL	NULL	NULL	-0.11	0.08	0.95	0.06	Orosz et al. 2012	http://adsabs.harvard.edu/abs/2012ApJ...758...87O	NULL	2013-04-26	NULL	NULL
Kepler-380	NULL	18 49 34.71	+48 45 32.90	NULL	NULL	NULL	NULL	Spec	6045	147	4.29	0.15	NULL	NULL	NULL	NULL	-0.16	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-381	NULL	19 00 43.87	+43 49 51.92	NULL	NULL	NULL	NULL	Spec	6152	100	4.12	0.18	NULL	NULL	NULL	NULL	-0.18	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-382	NULL	19 56 32.68	+45 52 11.76	NULL	NULL	NULL	NULL	Spec	5600	200	4.4	0.3	NULL	NULL	NULL	NULL	-0.31	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-383	NULL	19 25 22.22	+38 21 47.28	NULL	NULL	NULL	NULL	Spec	4710	200	4.62	0.3	NULL	NULL	NULL	NULL	-0.16	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-384	NULL	19 04 06.27	+44 46 58.34	NULL	NULL	NULL	NULL	Spec	5577	145	4.48	0.15	NULL	NULL	NULL	NULL	-0.39	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-385	NULL	19 37 21.23	+50 20 11.56	NULL	NULL	NULL	NULL	Spec	6326	250	4.41	0.3	NULL	NULL	NULL	NULL	-0.03	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-386	NULL	19 19 26.13	+48 41 37.88	NULL	NULL	NULL	NULL	Spec	5178	200	4.56	0.3	NULL	NULL	NULL	NULL	-0.23	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-387	NULL	19 11 11.56	+45 39 24.17	NULL	NULL	NULL	NULL	Spec	5774	154	4.35	0.15	NULL	NULL	NULL	NULL	-0.37	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-388	NULL	18 59 18.73	+44 36 31.43	NULL	NULL	NULL	NULL	Spec	4498	200	4.69	0.3	NULL	NULL	NULL	NULL	-0.33	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-389	NULL	19 27 50.40	+44 54 00.09	NULL	NULL	NULL	NULL	Spec	5376	250	4.57	0.3	NULL	NULL	NULL	NULL	-0.19	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-39	NULL	19 47 50.46	+46 02 03.43	14.3	NULL	NULL	NULL	Spec	6260	140	4.29	0.04	NULL	NULL	NULL	NULL	-0.29	0.1	1.08	0.16	Southworth 2012	http://adsabs.harvard.edu/abs/2012MNRAS.426.1291S	NULL	2013-10-24	NULL	NULL
Kepler-390	NULL	19 26 30.91	+41 12 30.97	NULL	NULL	NULL	NULL	Spec	5166	100	4.57	0.15	NULL	NULL	NULL	NULL	-0.12	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-391	NULL	19 22 29.24	+51 03 26.29	NULL	NULL	NULL	NULL	Spec	4940	100	3.46	0.24	NULL	NULL	NULL	NULL	0	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-392	NULL	19 14 38.58	+43 22 05.10	NULL	NULL	NULL	NULL	Spec	5938	226	4.32	0.15	NULL	NULL	NULL	NULL	-0.29	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-393	NULL	19 23 58.86	+45 11 31.97	NULL	NULL	NULL	NULL	Spec	6189	100	4.23	0.15	NULL	NULL	NULL	NULL	-0.04	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-394	NULL	19 45 12.47	+50 40 20.34	NULL	NULL	NULL	NULL	Spec	6402	200	4.41	0.3	NULL	NULL	NULL	NULL	-0.13	0.5	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-395	NULL	19 34 02.67	+45 08 11.75	NULL	NULL	NULL	NULL	Spec	4262	100	4.73	0.15	NULL	NULL	NULL	NULL	-0.16	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
Kepler-396	NULL	19 44 32.00	+48 48 38.00	NULL	NULL	NULL	NULL	Spec	NULL	NULL	4.33	0.3	NULL	NULL	NULL	NULL	NULL	NULL	0.81	0.58	Xie 2013	http://adsabs.harvard.edu/abs/2014ApJS..210...25X	NULL	2014-01-20	NULL	NULL
Kepler-397	NULL	19 43 34.58	+42 22 49.62	NULL	NULL	NULL	NULL	Spec	5307	100	4.57	0.15	NULL	NULL	NULL	NULL	-0.29	0.1	NULL	NULL	Rowe et al. 2014	http://adsabs.harvard.edu/abs/2014arXiv1402.6534R	NULL	2014-03-07	NULL	NULL
